Sub Avg,Takedown Def,Takedown Acc,Takedown Avg,Striking Def,Sapm,Striking Acc,Slpm,Dob,Stance,Reach,Weight,Height,Win Loss Record,Link,Nick Name,Name
0.0,0%,0%,0.00,65%,3.00,31%,3.27,"Aug 20, 1995",Orthodox,"72""",125 lbs.,"5' 7""",Record: 12-1-0,http://ufcstats.com/fighter-details/1fd9f744105024a8,,Juan Andres Luna
0.4,57%,50%,2.83,46%,2.72,50%,2.21,"Nov 15, 1979",Switch,"74""",185 lbs.,"6' 1""",Record: 18-7-0 (1 NC),http://ufcstats.com/fighter-details/00debc804e2b1cd4,The Villain,Dylan Andrews
0.0,40%,20%,0.67,58%,3.50,50%,2.87,"Mar 31, 1973",Orthodox,--,205 lbs.,"6' 0""",Record: 7-3-0,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,Riptide,Reese Andy
0.0,33%,0%,0.00,53%,3.77,38%,3.56,"Jan 13, 1989",Orthodox,"68""",145 lbs.,"5' 7""",Record: 13-3-0,http://ufcstats.com/fighter-details/d6a3e131ad4ba064,The Hitman,Angga
1.1,60%,50%,4.47,50%,1.86,78%,4.62,"Jul 23, 1991",Orthodox,--,205 lbs.,"6' 3""",Record: 5-1-0,http://ufcstats.com/fighter-details/e20ad078a7d63361,,Julius Anglickas
0.0,100%,66%,2.28,51%,5.54,48%,4.59,"Feb 20, 1993",Orthodox,"71""",145 lbs.,"5' 9""",Record: 8-3-0,http://ufcstats.com/fighter-details/047a91d3d9c79b05,,Collin Anglin
1.0,47%,0%,0.00,55%,3.31,43%,3.51,"Dec 01, 1986",Orthodox,"64""",135 lbs.,"5' 6""",Record: 12-6-0,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,The Monster,Chad Anheliger
0.0,0%,0%,0.00,25%,3.13,0%,0.00,"Mar 28, 1967",Orthodox,--,205 lbs.,"5' 11""",Record: 0-5-1,http://ufcstats.com/fighter-details/e06fd1260ac865a7,Mr. 200%,Yoji Anjo
0.0,86%,33%,0.94,60%,2.14,54%,3.64,"Jun 02, 1992",Orthodox,"75""",205 lbs.,"6' 3""",Record: 18-1-0,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,,Magomed Ankalaev
1.4,0%,36%,5.08,40%,4.21,55%,2.08,"Feb 09, 1987",Orthodox,"70""",205 lbs.,"5' 11""",Record: 20-8-0,http://ufcstats.com/fighter-details/af997f7611673880,,Gadzhimurad Antigulov
0.0,100%,0%,0.00,69%,5.00,52%,5.73,"Feb 28, 1982",Orthodox,"63""",125 lbs.,"5' 5""",Record: 12-3-0,http://ufcstats.com/fighter-details/25b31165758402dd,Captain Chaos,Adam Antolin
0.0,0%,0%,0.00,50%,7.64,50%,1.09,--,Orthodox,--,205 lbs.,--,Record: 1-4-0,http://ufcstats.com/fighter-details/dbd198f780286aca,,Angelo Antonio
0.0,0%,100%,0.65,69%,2.47,42%,2.47,"Aug 05, 1981",Orthodox,--,251 lbs.,"6' 1""",Record: 14-5-0,http://ufcstats.com/fighter-details/78d48d3874dacafd,Zulu,Azunna Anyanwu
0.0,75%,16%,1.83,45%,3.75,58%,3.23,"Dec 01, 1985",Orthodox,"70""",170 lbs.,"5' 7""",Record: 10-3-0,http://ufcstats.com/fighter-details/4665f9f909cd7214,Animal,Shinsho Anzai
4.0,60%,41%,2.54,58%,1.25,58%,0.97,"May 09, 1983",Southpaw,--,154 lbs.,"5' 11""",Record: 39-7-0 (1 NC),http://ufcstats.com/fighter-details/79ded75550efc139,Tobikan Judan,Shinya Aoki
0.0,55%,45%,1.57,48%,7.18,48%,6.07,"Jun 25, 1993",Orthodox,"69""",135 lbs.,"5' 7""",Record: 24-9-0,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,The Mongolian Murderer,Aoriqileng
0.0,33%,0%,0.00,32%,11.50,40%,1.35,"Jun 19, 1983",Southpaw,--,255 lbs.,"5' 10""",Record: 15-7-0,http://ufcstats.com/fighter-details/0c1a04afca64e38f,,Josh Appelt
8.1,0%,0%,0.00,81%,0.54,0%,0.00,"Aug 26, 1977",Orthodox,--,170 lbs.,"6' 0""",Record: 10-3-0,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,,Erik Apple
0.0,0%,0%,0.00,39%,10.29,27%,8.79,"Oct 05, 1979",Southpaw,--,145 lbs.,"5' 10""",Record: 15-15-5,http://ufcstats.com/fighter-details/269d103c96a4c3a5,,Kenji Arai
0.0,83%,62%,2.50,50%,2.83,35%,1.80,"Dec 02, 1977",Orthodox,--,170 lbs.,"5' 10""",Record: 7-1-0,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,,Romie Aram
0.7,41%,47%,0.93,64%,2.66,45%,2.37,"Feb 09, 1988",Orthodox,"73""",135 lbs.,"5' 8""",Record: 18-10-1 (2 NC),http://ufcstats.com/fighter-details/71002dbc1743b9a7,Sertanejo,Felipe Arantes
0.6,22%,15%,0.86,49%,2.86,42%,1.52,"Dec 06, 1980",Orthodox,"77""",170 lbs.,"6' 1""",Record: 25-9-0 (1 NC),http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,,Igor Araujo
0.5,90%,48%,2.03,56%,5.33,48%,4.82,"Nov 21, 1986",Orthodox,"68""",125 lbs.,"5' 4""",Record: 11-4-0,http://ufcstats.com/fighter-details/36541f1e6c5d4955,Vivi,Viviane Araujo
0.4,95%,30%,0.49,68%,3.10,36%,4.38,"Oct 27, 1989",Southpaw,"70""",135 lbs.,"5' 7""",Record: 18-6-0,http://ufcstats.com/fighter-details/1291edf2d566a71a,,Julio Arce
1.0,50%,0%,0.00,51%,2.73,46%,1.53,"Oct 15, 1981",,--,145 lbs.,"5' 8""",Record: 15-7-0,http://ufcstats.com/fighter-details/d25e39e74efb0a77,King Arthur,Art Arciniega
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,--,Record: 7-4-0,http://ufcstats.com/fighter-details/9c9455912d917e4e,,Tristan Arenal
0.0,50%,33%,1.00,39%,2.13,45%,1.80,"Aug 13, 1993",Southpaw,"68""",145 lbs.,"5' 7""",Record: 8-1-0,http://ufcstats.com/fighter-details/e4ba58725825412d,The Determined,Dan Argueta
0.0,50%,0%,0.00,43%,8.97,44%,1.84,"Sep 11, 1989",Orthodox,"75""",185 lbs.,"6' 2""",Record: 6-1-0,http://ufcstats.com/fighter-details/9a7ffa80766caa51,,Hashem Arkhagha
0.2,76%,36%,0.40,57%,3.20,45%,3.79,"Feb 04, 1979",Orthodox,"77""",240 lbs.,"6' 3""",Record: 34-21-0 (2 NC),http://ufcstats.com/fighter-details/3738e68d2261e60f,The Pitbull,Andrei Arlovski
0.0,66%,0%,0.00,59%,3.53,29%,2.56,"Oct 09, 1996",Orthodox,"70""",135 lbs.,"5' 6""",Record: 8-3-0,http://ufcstats.com/fighter-details/1effd880e1f1bb30,,Garrett Armfield
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 5-2-0,http://ufcstats.com/fighter-details/30ad2050273d016a,,Joey Armstrong
0.2,57%,18%,0.44,62%,6.38,41%,4.52,"Oct 22, 1991",Orthodox,"72""",145 lbs.,"6' 0""",Record: 16-6-0,http://ufcstats.com/fighter-details/bf0e700106d00e55,,Austin Arnett
1.2,58%,48%,2.41,57%,1.15,48%,1.66,"Jul 17, 1978",Orthodox,--,205 lbs.,"5' 11""",Record: 14-5-0,http://ufcstats.com/fighter-details/05fbfe628658c538,The Brazilian Tiger,Ricardo Arona
1.0,37%,75%,3.05,56%,1.63,34%,1.56,"May 28, 1975",Orthodox,--,205 lbs.,"5' 11""",Record: 7-3-0,http://ufcstats.com/fighter-details/770b9d4813c25902,Die Faust,Chalid Arrab
0.4,33%,100%,1.07,56%,4.01,45%,2.32,"Jan 14, 1983",Southpaw,"71""",155 lbs.,"5' 10""",Record: 23-11-1,http://ufcstats.com/fighter-details/c136b2a8852da5bd,El Caballero,Akbarh Arreola
5.3,100%,36%,2.12,58%,2.01,47%,1.62,"Sep 01, 1982",Orthodox,"72""",170 lbs.,"5' 10""",Record: 3-3-0,http://ufcstats.com/fighter-details/de62052b2ede65ba,No Regard,Matt Arroyo
0.2,41%,41%,1.14,50%,2.02,66%,2.82,"Jul 01, 1989",Orthodox,"73""",185 lbs.,"6' 3""",Record: 9-5-0,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,,Antonio Arroyo
0.0,0%,0%,0.00,32%,2.45,10%,0.06,--,Southpaw,--,190 lbs.,"5' 9""",Record: 1-1-0,http://ufcstats.com/fighter-details/2dea80c069847321,,Gilles Arsene
0.0,40%,0%,0.00,65%,1.92,36%,3.20,--,,--,125 lbs.,"5' 7""",Record: 3-1-0,http://ufcstats.com/fighter-details/91e3388e69060e69,,Veta Arteaga
2.4,0%,75%,7.32,56%,5.20,45%,5.37,"Jan 31, 1991",Orthodox,--,155 lbs.,"5' 11""",Record: 8-3-0,http://ufcstats.com/fighter-details/49f78022126bf4a4,Goku,Cesar Arzamendia
0.0,100%,0%,0.00,28%,6.80,61%,7.27,"Dec 27, 1989",Switch,"73""",185 lbs.,"6' 1""",Record: 14-5-0,http://ufcstats.com/fighter-details/a373085066dbfb54,Bear,Teddy Ash
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jan 14, 1992",,--,125 lbs.,"5' 6""",Record: 11-3-1,http://ufcstats.com/fighter-details/d26a0988c9dc9886,Mustafa Ozturik,Arman Ashimov
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jul 31, 1992",,--,135 lbs.,"5' 6""",Record: 7-6-0,http://ufcstats.com/fighter-details/8be9deb7d6b36354,,Asjabharan
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Aug 19, 1994",Orthodox,"69""",145 lbs.,"5' 7""",Record: 11-1-0,http://ufcstats.com/fighter-details/2abc414136504554,AK-47,Askar Askar
0.4,66%,24%,2.60,57%,2.80,54%,3.05,"Oct 09, 1992",Orthodox,"67""",125 lbs.,"5' 6""",Record: 14-1-1,http://ufcstats.com/fighter-details/b1d19449397541dc,Bullet,Askar Askarov
0.9,100%,62%,4.41,35%,5.82,39%,3.35,"Dec 24, 1985",Orthodox,"74""",247 lbs.,"6' 0""",Record: 9-4-0,http://ufcstats.com/fighter-details/9be6020024133293,Silverback,Cyril Asker
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Feb 13, 1995",,--,135 lbs.,"5' 8""",Record: 23-0-0,http://ufcstats.com/fighter-details/5c10da56d712ac9c,Lion,Khusein Askhabov
0.7,65%,18%,0.44,52%,3.52,46%,3.03,"May 20, 1988",Southpaw,"75""",185 lbs.,"6' 3""",Record: 14-4-0,http://ufcstats.com/fighter-details/06827d70c53ff0d9,,Scott Askham
0.9,0%,55%,4.33,36%,5.66,49%,3.64,"Jul 18, 1984",Orthodox,"73""",170 lbs.,"5' 11""",Record: 19-2-0 (1 NC),http://ufcstats.com/fighter-details/0b31f87be71ebbb1,Funky,Ben Askren
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Apr 23, 1996",,--,205 lbs.,"6' 3""",Record: 8-0-0,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,The Last Ottoman,Ibo Aslan
2.0,100%,100%,4.00,64%,2.87,65%,7.41,"Apr 11, 1993",Orthodox,"78""",256 lbs.,"6' 5""",Record: 12-3-0,http://ufcstats.com/fighter-details/399afbabc02376b5,,Tom Aspinall
1.0,66%,50%,2.00,36%,3.20,43%,1.27,"May 23, 1992",Orthodox,--,185 lbs.,"6' 2""",Record: 8-4-0,http://ufcstats.com/fighter-details/ff222167cce02919,Brunao,Bruno Assis
0.7,66%,24%,2.43,44%,2.06,62%,3.31,"Jun 24, 1981",Orthodox,"72""",145 lbs.,"5' 9""",Record: 16-6-0,http://ufcstats.com/fighter-details/d0d7160824278840,,Junior Assuncao
0.3,78%,38%,1.47,67%,2.41,41%,3.24,"Jul 19, 1982",Orthodox,"66""",135 lbs.,"5' 5""",Record: 28-9-0,http://ufcstats.com/fighter-details/2f13e4020cea5b38,,Raphael Assuncao
0.0,0%,33%,1.00,49%,3.14,41%,0.87,--,Orthodox,--,230 lbs.,"6' 1""",Record: 17-1-0,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,Volk,Bazigit Atajev
0.0,75%,37%,0.74,59%,2.13,47%,2.28,"Jun 16, 1977",Orthodox,"72""",170 lbs.,"5' 10""",Record: 10-5-0,http://ufcstats.com/fighter-details/210935fd21670f6d,The Raging Bull,Rich Attonito
0.5,70%,33%,2.36,55%,2.97,51%,2.48,"Feb 23, 1989",Southpaw,"70""",155 lbs.,"5' 9""",Record: 11-5-0,http://ufcstats.com/fighter-details/55ee431411ccf07a,The Canadian Gangster,Olivier Aubin-Mercier
0.0,0%,50%,0.80,41%,4.31,12%,1.17,"Apr 16, 1986",Orthodox,--,155 lbs.,"6' 0""",Record: 11-2-1,http://ufcstats.com/fighter-details/196ed28337adc630,Awesomely Awesome,Pat Audinwood
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Mar 28, 1992",,--,251 lbs.,"6' 3""",Record: 6-2-0 (1 NC),http://ufcstats.com/fighter-details/4d3b08ab127c7585,Gugu,Jose Augusto
1.3,27%,27%,1.69,59%,2.27,33%,1.42,"Aug 18, 1973",Orthodox,"74""",155 lbs.,"5' 10""",Record: 22-10-0,http://ufcstats.com/fighter-details/04643fd03d9159cc,Maximus,Marcus Aurelio
0.0,0%,0%,0.00,57%,10.00,25%,3.33,--,Orthodox,--,185 lbs.,"5' 9""",Record: 2-1-0,http://ufcstats.com/fighter-details/956dcac65e7b34d6,,David Avellan
1.8,50%,80%,2.37,43%,3.36,47%,2.34,"Jun 30, 1983",Orthodox,"74""",170 lbs.,"6' 0""",Record: 8-7-0 (1 NC),http://ufcstats.com/fighter-details/8753e125f4499816,The Disciple,Blas Avena
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"May 17, 1982",,--,170 lbs.,"6' 1""",Record: 18-15-0,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,,Levi Avera
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Dec 29, 1988",,--,145 lbs.,"5' 7""",Record: 13-5-0,http://ufcstats.com/fighter-details/033d19259f589457,,Anthony Avila
0.0,46%,0%,0.00,48%,4.17,30%,2.37,"Jan 16, 1993",Orthodox,--,145 lbs.,"5' 10""",Record: 5-4-0,http://ufcstats.com/fighter-details/4665cbf36b08193b,,Chris Avila
0.3,61%,33%,0.67,55%,2.86,44%,3.18,"May 11, 1988",Orthodox,"68""",135 lbs.,"5' 7""",Record: 9-2-0,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,Raging Panda,Julia Avila
0.5,100%,16%,0.50,60%,1.87,26%,2.13,"Jun 07, 1983",,--,155 lbs.,"5' 11""",Record: 20-9-0,http://ufcstats.com/fighter-details/da603332ad41f165,Assassin,Saad Awad
0.0,0%,0%,0.00,33%,5.00,25%,0.83,"Aug 20, 1988",,--,265 lbs.,"6' 1""",Record: 10-5-0,http://ufcstats.com/fighter-details/26387c19f32dda0f,Eye Candy,Javy Ayala
0.3,50%,0%,0.00,58%,3.59,37%,3.53,"May 31, 1992",Orthodox,"73""",155 lbs.,"6' 0""",Record: 16-6-0,http://ufcstats.com/fighter-details/6eaec40f724852f4,,Jessin Ayari
0.0,40%,25%,0.50,50%,5.35,44%,5.21,"Mar 10, 1986",Orthodox,"76""",185 lbs.,"5' 9""",Record: 14-3-1,http://ufcstats.com/fighter-details/46d0a888d87d91ac,Captain Morocco,Abu Azaitar
0.0,100%,0%,0.00,63%,2.63,54%,6.97,"Feb 20, 1990",Switch,"71""",155 lbs.,"5' 8""",Record: 13-1-0,http://ufcstats.com/fighter-details/ee18ff42063174df,Bulldozer,Ottman Azaitar
0.3,45%,50%,1.07,57%,2.76,39%,2.16,"Jun 10, 1976",Orthodox,--,154 lbs.,"5' 9""",Record: 15-10-0,http://ufcstats.com/fighter-details/063649e21bc9d6d5,,Luiz Azeredo
0.0,0%,11%,2.28,27%,1.97,45%,0.76,"Jun 25, 1981",Orthodox,--,161 lbs.,"6' 3""",Record: 17-9-1,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,,Luciano Azevedo
1.3,67%,34%,1.97,58%,2.08,53%,3.92,"Mar 02, 1992",Orthodox,"69""",145 lbs.,"5' 8""",Record: 9-2-0,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,,Hunter Azure
2.2,72%,80%,2.92,40%,3.65,41%,1.12,"Aug 22, 1989",Orthodox,--,145 lbs.,"6' 1""",Record: 11-3-0 (1 NC),http://ufcstats.com/fighter-details/39cc64bf0a269db9,,Niklas Backstrom
0.8,48%,16%,0.89,51%,3.14,31%,3.08,"Oct 26, 1981",Orthodox,"75""",170 lbs.,"6' 3""",Record: 20-14-0,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,The Polish Pistola,Seth Baczynski
0.4,80%,44%,3.37,71%,1.39,43%,2.82,"Jun 07, 1983",Orthodox,"74""",205 lbs.,"6' 2""",Record: 23-5-0,http://ufcstats.com/fighter-details/c0ab242c40decc55,Darth,Ryan Bader
0.0,100%,12%,1.75,32%,4.90,71%,3.74,"Jul 11, 1991",Orthodox,--,115 lbs.,"5' 5""",Record: 6-3-0,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,,Izabela Badurek
1.8,100%,28%,0.44,53%,5.10,49%,4.88,"Aug 23, 1992",Orthodox,"74""",170 lbs.,"6' 2""",Record: 10-3-0,http://ufcstats.com/fighter-details/82d4c957649faf9b,Caramel Thunder,Miguel Baeza
0.3,65%,36%,2.51,52%,3.09,42%,2.85,"Jun 10, 1985",Orthodox,"65""",125 lbs.,"5' 4""",Record: 15-6-0,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,Puncher,Ali Bagautinov
0.0,33%,0%,0.00,46%,4.56,30%,3.13,"Apr 13, 1985",Orthodox,--,155 lbs.,"6' 1""",Record: 11-5-0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,The Sultan,Mehdi Baghdad
0.0,76%,0%,0.00,53%,3.48,62%,6.00,"Jan 28, 1992",Southpaw,"70""",145 lbs.,"5' 9""",Record: 7-1-0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,The Gun,Melsik Baghdasaryan
0.3,62%,61%,1.32,49%,3.23,40%,2.91,"Apr 17, 1984",Orthodox,"73""",170 lbs.,"5' 11""",Record: 24-8-1,http://ufcstats.com/fighter-details/aec185309b4843d0,The Great,Siyar Bahadurzada
0.6,95%,0%,0.00,58%,5.03,47%,8.33,"Aug 27, 1997",Orthodox,"75""",155 lbs.,"6' 3""",Record: 13-4-0,http://ufcstats.com/fighter-details/e4a47b07044ddd72,La Jaula,Ignacio Bahamondes
0.0,37%,33%,1.50,69%,3.91,20%,1.56,"Sep 22, 1982",Southpaw,"75""",155 lbs.,"5' 9""",Record: 16-11-0,http://ufcstats.com/fighter-details/e2b8186b618b00c4,,Shamar Bailey
4.3,0%,100%,4.35,0%,0.29,40%,1.74,--,,--,145 lbs.,"5' 9""",Record: 6-3-0,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,,Jordan Bailey
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,210 lbs.,"6' 0""",Record: 1-1-0,http://ufcstats.com/fighter-details/7d5b12de1625984e,,Scott Baker
0.9,37%,50%,0.44,45%,2.83,52%,1.78,"Oct 13, 1985",Orthodox,--,185 lbs.,"6' 3""",Record: 18-5-0,http://ufcstats.com/fighter-details/898337ef520fe4d3,The Beast,Bryan Baker
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 9""",Record: 23-3-0,http://ufcstats.com/fighter-details/371efa53bd0cf669,,Jin Bala
0.0,66%,20%,2.00,50%,2.73,33%,1.40,"Mar 31, 1992",Orthodox,"72""",145 lbs.,"5' 9""",Record: 23-4-0,http://ufcstats.com/fighter-details/e626e92a8f2a9737,The Snow Leopard,Balajin
0.0,37%,33%,0.94,55%,2.70,48%,2.45,"Aug 04, 1987",Switch,"78""",185 lbs.,"5' 11""",Record: 6-4-0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Holy War Angel,Oluwale Bamgbose
1.9,100%,0%,0.00,66%,1.15,47%,4.20,"Dec 07, 1990",,--,145 lbs.,"6' 0""",Record: 5-5-0,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,,Stephen Banaszak
0.0,0%,0%,0.00,23%,5.26,50%,0.79,"Oct 10, 1989",Orthodox,--,155 lbs.,"5' 10""",Record: 15-7-0,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,Bomba,Marcin Bandel
0.5,62%,46%,2.90,41%,4.79,41%,2.22,"Sep 04, 1994",Southpaw,"71""",145 lbs.,"5' 11""",Record: 14-7-0 (1 NC),http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,,Humberto Bandenay
0.5,57%,33%,0.49,66%,2.07,38%,2.72,"Apr 15, 1983",Switch,"71""",155 lbs.,"5' 9""",Record: 18-10-0,http://ufcstats.com/fighter-details/9a2d3567abc02e34,Supernatural,Tae Hyun Bang
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 2-1-0,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,,Yohan Banks
0.4,86%,62%,1.62,58%,3.15,33%,2.69,"Sep 23, 1979",Orthodox,"63""",135 lbs.,"5' 5""",Record: 20-11-1,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,,Antonio Banuelos
0.5,91%,41%,1.49,57%,3.90,36%,3.78,"Jan 31, 1987",Orthodox,"70""",145 lbs.,"5' 6""",Record: 34-9-0 (1 NC),http://ufcstats.com/fighter-details/2c99576fefe53c7c,The Baron,Renan Barao
0.0,0%,0%,0.00,34%,8.46,33%,4.03,"Jan 25, 1982",Orthodox,--,170 lbs.,"5' 10""",Record: 9-3-1,http://ufcstats.com/fighter-details/06dced58ca24a6bd,,Junior Barata
0.1,66%,32%,1.12,53%,2.64,53%,4.42,"May 18, 1998",Switch,"65""",125 lbs.,"5' 5""",Record: 11-2-0,http://ufcstats.com/fighter-details/6a740daf1b279661,The Future,Maycee Barber
0.3,55%,25%,0.16,44%,5.01,48%,6.11,"May 03, 1989",Southpaw,"72""",170 lbs.,"6' 0""",Record: 18-8-0,http://ufcstats.com/fighter-details/a331233f597090a5,Bam Bam,Bryan Barberena
0.1,75%,44%,0.38,58%,4.10,44%,3.96,"Jan 21, 1986",Orthodox,"75""",145 lbs.,"5' 11""",Record: 22-11-0,http://ufcstats.com/fighter-details/64a50dad704d1d49,Junior,Edson Barboza
0.4,93%,42%,1.71,62%,4.94,52%,5.82,"May 01, 1987",Orthodox,"67""",135 lbs.,"5' 7""",Record: 17-3-0,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,,Raoni Barcelos
2.0,100%,31%,5.00,53%,5.13,50%,3.47,"Dec 10, 1988",Orthodox,"66""",125 lbs.,"5' 6""",Record: 12-5-0,http://ufcstats.com/fighter-details/e8fe9c15d348e778,,Daniel Barez
0.4,63%,42%,0.63,59%,3.87,36%,4.43,"Apr 13, 1988",Orthodox,"77""",185 lbs.,"6' 6""",Record: 13-4-0,http://ufcstats.com/fighter-details/172c2135e70f87b7,The Bigslow,Luke Barnatt
0.0,40%,16%,1.08,39%,3.02,34%,0.57,"May 28, 1982",Orthodox,"71""",135 lbs.,"5' 8""",Record: 14-5-0,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,Mooka,James Barnes
5.4,100%,100%,5.36,51%,8.93,29%,2.86,--,,--,170 lbs.,"5' 11""",Record: 11-2-0,http://ufcstats.com/fighter-details/78a5eea49638685d,,Nick Barnes
0.0,60%,0%,0.00,67%,1.55,38%,2.32,"Feb 09, 1987",Southpaw,"76""",185 lbs.,"5' 11""",Record: 6-2-1,http://ufcstats.com/fighter-details/e575b6ff678c1aca,Shyne,Shonte Barnes
1.4,55%,55%,1.26,57%,2.11,50%,3.20,"Nov 10, 1977",Orthodox,"78""",250 lbs.,"6' 3""",Record: 35-8-0,http://ufcstats.com/fighter-details/ad3f53c454cbbead,The Warmaster,Josh Barnett
0.0,33%,0%,0.00,40%,5.87,48%,4.41,"Jun 14, 1986",Orthodox,"75""",265 lbs.,"5' 9""",Record: 23-8-0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,Beastboy,Chris Barnett
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 2-3-0,http://ufcstats.com/fighter-details/91e69a1c3c87325b,,Chris Barnhizer
0.7,14%,0%,0.00,56%,2.10,30%,1.17,"Feb 15, 1973",Switch,--,155 lbs.,"5' 6""",Record: 17-4-1,http://ufcstats.com/fighter-details/80c0bed43da0e27b,,David Baron
0.5,60%,47%,1.46,40%,3.93,45%,2.77,"Apr 16, 1976",Orthodox,"72""",170 lbs.,"5' 9""",Record: 15-18-0,http://ufcstats.com/fighter-details/1652f3213655b935,The New York Bad Ass,Phil Baroni
0.0,0%,8%,1.00,28%,1.20,70%,0.80,"Dec 23, 1980",Orthodox,--,170 lbs.,"5' 9""",Record: 3-1-0,http://ufcstats.com/fighter-details/f12f979b657ab876,The Fireman,Dan Barrera
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,230 lbs.,"6' 4""",Record: 14-9-0,http://ufcstats.com/fighter-details/a220be6d41d6f97d,,Carlos Barreto
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Southpaw,--,185 lbs.,--,Record: 0-1-0,http://ufcstats.com/fighter-details/c32eab6c2119e989,,Jose Barreto
0.0,66%,22%,1.39,42%,4.32,61%,4.18,"Aug 10, 1986",Southpaw,"73""",145 lbs.,"5' 10""",Record: 11-5-0,http://ufcstats.com/fighter-details/d21113c9ff3788ae,Slippery,Peter Barrett
0.1,61%,25%,0.30,54%,4.83,46%,5.35,"Feb 18, 1990",Orthodox,"74""",185 lbs.,"6' 1""",Record: 14-6-0 (1 NC),http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Powerbar,Marc-Andre Barriault
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,145 lbs.,"5' 6""",Record: 4-8-0,http://ufcstats.com/fighter-details/e6015889f50075d2,,David Barrios
0.0,100%,50%,1.84,36%,4.05,40%,0.98,"Nov 19, 1976",Southpaw,--,170 lbs.,"5' 9""",Record: 22-11-0,http://ufcstats.com/fighter-details/8fd1f27e86661ede,Baixinho,Alexandre Barros
0.0,100%,0%,0.00,31%,8.22,0%,0.00,"Mar 22, 1976",,--,205 lbs.,"6' 1""",Record: 2-2-0,http://ufcstats.com/fighter-details/d26394fc0e8e880a,,Ricardo Barros
0.0,83%,24%,2.22,59%,3.07,52%,2.77,"Feb 28, 1980",Orthodox,"75""",205 lbs.,"6' 1""",Record: 19-7-0 (1 NC),http://ufcstats.com/fighter-details/b69f24c500d783e7,Bodao,Francimar Barroso
0.2,76%,0%,0.00,59%,3.54,52%,2.72,"Jul 07, 1979",Orthodox,"74""",235 lbs.,"5' 11""",Record: 8-7-0,http://ufcstats.com/fighter-details/658c3465581ae46b,HD,Pat Barry
0.0,100%,0%,0.00,51%,4.66,40%,9.31,"Jul 03, 1992",Orthodox,"72""",170 lbs.,"5' 10""",Record: 4-2-0,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,The Sniper,Dean Barry
0.3,66%,45%,4.20,68%,2.97,41%,3.91,"Apr 28, 1989",Orthodox,"70""",145 lbs.,"5' 7""",Record: 17-5-2,http://ufcstats.com/fighter-details/be0b310a12eb80b4,El Fuerte,Enrique Barzola
